"","age","job","education","month","day_of_week","duration","campaign","pdays","previous","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"29828",25,"unemployed","high.school","aug","tue",188,1,3,3,-1.7,94.027,-38.3,0.904,4991.6,"no"
"29829",58,"management","university.degree","aug","tue",412,1,999,0,-1.7,94.027,-38.3,0.904,4991.6,"yes"
"29830",34,"blue-collar","basic.9y","aug","tue",447,1,999,1,-1.7,94.027,-38.3,0.904,4991.6,"yes"
"29831",50,"admin.","university.degree","aug","tue",372,1,6,2,-1.7,94.027,-38.3,0.904,4991.6,"yes"
"29832",22,"technician","professional.course","aug","tue",122,1,999,0,-1.7,94.027,-38.3,0.904,4991.6,"no"
"29833",65,"retired","professional.course","aug","tue",261,1,6,3,-1.7,94.027,-38.3,0.904,4991.6,"yes"
"29834",34,"admin.","high.school","aug","tue",168,2,999,0,-1.7,94.027,-38.3,0.904,4991.6,"no"
"29835",37,"management","university.degree","aug","tue",365,2,6,1,-1.7,94.027,-38.3,0.904,4991.6,"no"
"29836",31,"admin.","university.degree","aug","tue",164,1,999,0,-1.7,94.027,-38.3,0.904,4991.6,"yes"
"29837",70,"retired","basic.4y","aug","tue",356,3,6,1,-1.7,94.027,-38.3,0.904,4991.6,"yes"
"29838",25,"technician","university.degree","aug","tue",6,1,999,0,-1.7,94.027,-38.3,0.904,4991.6,"no"
"29839",31,"admin.","university.degree","aug","tue",317,2,999,1,-1.7,94.027,-38.3,0.904,4991.6,"yes"
"29840",55,"admin.","high.school","aug","tue",244,2,6,3,-1.7,94.027,-38.3,0.904,4991.6,"yes"
"29841",65,"retired","professional.course","aug","tue",170,2,999,0,-1.7,94.027,-38.3,0.904,4991.6,"no"
"29842",43,"technician","high.school","aug","wed",1363,1,999,0,-1.7,94.027,-38.3,0.903,4991.6,"yes"
"29843",31,"services","high.school","aug","wed",61,1,999,0,-1.7,94.027,-38.3,0.903,4991.6,"no"
"29844",61,"admin.","university.degree","aug","wed",425,1,6,2,-1.7,94.027,-38.3,0.903,4991.6,"yes"
"29845",26,"student","high.school","aug","wed",233,1,14,1,-1.7,94.027,-38.3,0.903,4991.6,"yes"
"29846",51,"blue-collar","basic.9y","aug","wed",237,1,6,4,-1.7,94.027,-38.3,0.903,4991.6,"yes"
"29847",75,"retired","basic.4y","aug","wed",248,2,6,3,-1.7,94.027,-38.3,0.903,4991.6,"yes"
"29848",59,"admin.","university.degree","aug","wed",443,3,999,0,-1.7,94.027,-38.3,0.903,4991.6,"no"
"29849",35,"admin.","university.degree","aug","wed",765,2,6,3,-1.7,94.027,-38.3,0.903,4991.6,"yes"
"29850",66,"admin.","university.degree","aug","wed",222,3,6,2,-1.7,94.027,-38.3,0.903,4991.6,"yes"
"29851",35,"admin.","university.degree","aug","thu",176,1,999,2,-1.7,94.027,-38.3,0.899,4991.6,"no"
"29852",41,"admin.","university.degree","aug","thu",345,1,9,3,-1.7,94.027,-38.3,0.899,4991.6,"yes"
"29853",42,"technician","professional.course","aug","thu",295,1,6,2,-1.7,94.027,-38.3,0.899,4991.6,"yes"
"29854",71,"admin.","basic.4y","aug","thu",192,1,999,2,-1.7,94.027,-38.3,0.899,4991.6,"no"
"29855",67,"housemaid","professional.course","aug","thu",350,1,6,2,-1.7,94.027,-38.3,0.899,4991.6,"yes"
"29856",60,"blue-collar","basic.4y","aug","thu",176,1,999,1,-1.7,94.027,-38.3,0.899,4991.6,"no"
"29857",52,"management","university.degree","aug","thu",175,3,1,3,-1.7,94.027,-38.3,0.899,4991.6,"yes"
"29858",33,"admin.","university.degree","aug","thu",361,1,999,0,-1.7,94.027,-38.3,0.899,4991.6,"yes"
"29859",51,"technician","professional.course","aug","thu",1226,3,999,0,-1.7,94.027,-38.3,0.899,4991.6,"yes"
"29860",76,"retired","university.degree","aug","thu",504,2,6,3,-1.7,94.027,-38.3,0.899,4991.6,"yes"
"29861",27,"admin.","university.degree","aug","thu",312,3,6,1,-1.7,94.027,-38.3,0.899,4991.6,"yes"
"29862",60,"blue-collar","basic.4y","aug","thu",187,2,999,0,-1.7,94.027,-38.3,0.899,4991.6,"no"
"29863",33,"admin.","university.degree","aug","thu",265,1,3,3,-1.7,94.027,-38.3,0.899,4991.6,"yes"
"29864",76,"retired","university.degree","aug","thu",126,1,999,1,-1.7,94.027,-38.3,0.899,4991.6,"no"
"29865",30,"admin.","high.school","aug","thu",18,1,22,1,-1.7,94.027,-38.3,0.899,4991.6,"no"
"29866",33,"management","university.degree","aug","thu",201,1,6,2,-1.7,94.027,-38.3,0.899,4991.6,"yes"
"29867",42,"blue-collar","basic.9y","aug","fri",261,1,6,1,-1.7,94.027,-38.3,0.898,4991.6,"yes"
"29868",25,"student","high.school","aug","fri",461,1,999,0,-1.7,94.027,-38.3,0.898,4991.6,"yes"
"29869",48,"self-employed","university.degree","aug","fri",222,4,999,0,-1.7,94.027,-38.3,0.898,4991.6,"yes"
"29870",38,"entrepreneur","university.degree","aug","fri",633,1,16,1,-1.7,94.027,-38.3,0.898,4991.6,"yes"
"29871",39,"services","high.school","aug","fri",308,6,999,0,-1.7,94.027,-38.3,0.898,4991.6,"yes"
"29872",40,"management","university.degree","aug","fri",183,1,999,0,-1.7,94.027,-38.3,0.898,4991.6,"no"
"29873",36,"services","university.degree","aug","fri",394,6,999,0,-1.7,94.027,-38.3,0.898,4991.6,"yes"
"29874",30,"admin.","university.degree","aug","fri",177,6,6,3,-1.7,94.027,-38.3,0.898,4991.6,"yes"
"29875",32,"admin.","university.degree","aug","fri",75,1,999,0,-1.7,94.027,-38.3,0.898,4991.6,"no"
"29876",48,"self-employed","university.degree","aug","fri",166,1,999,1,-1.7,94.027,-38.3,0.898,4991.6,"no"
"29877",28,"admin.","university.degree","aug","fri",161,4,999,0,-1.7,94.027,-38.3,0.898,4991.6,"no"
"29878",39,"blue-collar","basic.4y","aug","fri",9,1,999,0,-1.7,94.027,-38.3,0.898,4991.6,"no"
"29879",42,"technician","university.degree","aug","fri",211,3,6,2,-1.7,94.027,-38.3,0.898,4991.6,"yes"
"29880",35,"management","university.degree","aug","fri",12,1,999,0,-1.7,94.027,-38.3,0.898,4991.6,"no"
"29881",31,"admin.","professional.course","aug","mon",318,2,999,0,-1.7,94.027,-38.3,0.896,4991.6,"yes"
"29882",60,"retired","basic.4y","aug","mon",143,2,15,2,-1.7,94.027,-38.3,0.896,4991.6,"no"
"29883",34,"technician","basic.9y","aug","mon",140,3,999,0,-1.7,94.027,-38.3,0.896,4991.6,"no"
"29884",31,"admin.","university.degree","aug","mon",239,3,999,0,-1.7,94.027,-38.3,0.896,4991.6,"yes"
"29885",34,"technician","basic.9y","aug","mon",205,3,6,3,-1.7,94.027,-38.3,0.896,4991.6,"yes"
"29886",45,"technician","university.degree","aug","mon",111,2,999,1,-1.7,94.027,-38.3,0.896,4991.6,"no"
"29887",34,"technician","basic.9y","aug","mon",200,2,999,0,-1.7,94.027,-38.3,0.896,4991.6,"no"
"29888",44,"retired","high.school","aug","mon",2035,4,999,0,-1.7,94.027,-38.3,0.896,4991.6,"yes"
"29889",33,"student","professional.course","aug","mon",265,3,3,4,-1.7,94.027,-38.3,0.896,4991.6,"yes"
"29890",45,"admin.","basic.9y","aug","tue",8,1,999,0,-1.7,94.027,-38.3,0.895,4991.6,"no"
"29891",34,"entrepreneur","professional.course","aug","tue",6,1,999,0,-1.7,94.027,-38.3,0.895,4991.6,"no"
"29892",58,"self-employed","university.degree","aug","tue",326,4,6,3,-1.7,94.027,-38.3,0.895,4991.6,"yes"
"29893",26,"student","high.school","aug","wed",95,3,999,3,-1.7,94.027,-38.3,0.894,4991.6,"no"
"29894",54,"management","high.school","aug","wed",171,3,999,1,-1.7,94.027,-38.3,0.894,4991.6,"no"
"29895",36,"admin.","university.degree","aug","wed",212,7,6,1,-1.7,94.027,-38.3,0.894,4991.6,"no"
"29896",40,"admin.","high.school","aug","thu",173,6,999,1,-1.7,94.027,-38.3,0.891,4991.6,"no"
"29897",39,"admin.","university.degree","aug","fri",45,1,999,0,-1.7,94.027,-38.3,0.89,4991.6,"no"
"29898",33,"admin.","high.school","aug","fri",107,1,999,0,-1.7,94.027,-38.3,0.89,4991.6,"no"
"29899",29,"services","university.degree","aug","fri",6,1,999,0,-1.7,94.027,-38.3,0.89,4991.6,"no"
"29900",49,"admin.","university.degree","aug","fri",4,1,999,0,-1.7,94.027,-38.3,0.89,4991.6,"no"
"29901",45,"self-employed","professional.course","aug","mon",5,1,999,1,-1.7,94.027,-38.3,0.891,4991.6,"no"
"29902",30,"admin.","professional.course","aug","mon",10,1,999,0,-1.7,94.027,-38.3,0.891,4991.6,"no"
"29903",72,"retired","university.degree","aug","mon",220,16,999,1,-1.7,94.027,-38.3,0.891,4991.6,"no"
"29904",33,"unemployed","basic.9y","aug","tue",5,1,999,0,-1.7,94.027,-38.3,0.889,4991.6,"no"
"29905",22,"student","basic.9y","aug","tue",26,1,999,0,-1.7,94.027,-38.3,0.889,4991.6,"no"
"29906",28,"student","university.degree","aug","wed",6,1,999,0,-1.7,94.027,-38.3,0.89,4991.6,"no"
"29907",30,"technician","professional.course","aug","wed",5,1,0,4,-1.7,94.027,-38.3,0.89,4991.6,"no"
"29908",35,"entrepreneur","basic.9y","aug","wed",17,1,999,0,-1.7,94.027,-38.3,0.89,4991.6,"no"
"29909",58,"blue-collar","high.school","aug","fri",4,1,999,0,-1.7,94.027,-38.3,0.888,4991.6,"no"
"29910",27,"admin.","high.school","aug","fri",3785,1,999,0,-1.7,94.027,-38.3,0.888,4991.6,"no"
"29911",49,"management","university.degree","aug","mon",26,1,999,0,-1.7,94.027,-38.3,0.888,4991.6,"no"
"29912",27,"admin.","high.school","aug","mon",36,1,999,0,-1.7,94.027,-38.3,0.888,4991.6,"no"
"29913",30,"admin.","university.degree","aug","tue",193,1,999,0,-1.7,94.027,-38.3,0.886,4991.6,"no"
"29914",30,"admin.","university.degree","aug","tue",343,1,999,0,-1.7,94.027,-38.3,0.886,4991.6,"yes"
"29915",33,"blue-collar","professional.course","aug","tue",253,4,999,0,-1.7,94.027,-38.3,0.886,4991.6,"yes"
"29916",31,"admin.","high.school","aug","tue",241,1,999,1,-1.7,94.027,-38.3,0.886,4991.6,"no"
"29917",76,"retired","basic.4y","aug","tue",185,1,999,1,-1.7,94.027,-38.3,0.886,4991.6,"yes"
"29918",60,"retired","high.school","aug","tue",443,2,999,2,-1.7,94.027,-38.3,0.886,4991.6,"yes"
"29919",56,"retired","university.degree","aug","tue",634,3,999,1,-1.7,94.027,-38.3,0.886,4991.6,"yes"
"29920",58,"retired","basic.4y","aug","tue",34,1,999,0,-1.7,94.027,-38.3,0.886,4991.6,"no"
"29921",34,"blue-collar","basic.9y","aug","tue",298,2,999,0,-1.7,94.027,-38.3,0.886,4991.6,"no"
"29922",44,"admin.","high.school","aug","tue",27,1,999,0,-1.7,94.027,-38.3,0.886,4991.6,"no"
"29923",27,"admin.","university.degree","aug","tue",415,5,12,1,-1.7,94.027,-38.3,0.886,4991.6,"yes"
"29924",64,"retired","professional.course","sep","wed",222,2,999,0,-1.1,94.199,-37.5,0.886,4963.6,"yes"
"29925",72,"retired","professional.course","sep","wed",1,1,999,1,-1.1,94.199,-37.5,0.886,4963.6,"no"
"29926",34,"admin.","university.degree","sep","wed",161,1,18,2,-1.1,94.199,-37.5,0.886,4963.6,"no"
"29927",69,"retired","high.school","sep","wed",840,1,6,2,-1.1,94.199,-37.5,0.886,4963.6,"yes"
"29928",33,"technician","professional.course","sep","wed",269,1,999,0,-1.1,94.199,-37.5,0.886,4963.6,"yes"
"29929",37,"admin.","university.degree","sep","wed",729,1,999,1,-1.1,94.199,-37.5,0.886,4963.6,"yes"
"29930",60,"admin.","professional.course","sep","wed",481,1,999,1,-1.1,94.199,-37.5,0.886,4963.6,"yes"
"29931",71,"retired","high.school","sep","wed",222,1,999,0,-1.1,94.199,-37.5,0.886,4963.6,"no"
"29932",59,"admin.","university.degree","sep","wed",193,1,3,1,-1.1,94.199,-37.5,0.886,4963.6,"yes"
"29933",45,"blue-collar","high.school","sep","wed",327,1,999,0,-1.1,94.199,-37.5,0.886,4963.6,"yes"
"29934",37,"admin.","university.degree","sep","wed",265,2,6,2,-1.1,94.199,-37.5,0.886,4963.6,"yes"
"29935",70,"retired","professional.course","sep","wed",380,4,999,0,-1.1,94.199,-37.5,0.886,4963.6,"no"
"29936",34,"admin.","university.degree","sep","wed",691,2,999,0,-1.1,94.199,-37.5,0.886,4963.6,"no"
"29937",29,"self-employed","university.degree","sep","wed",95,2,999,0,-1.1,94.199,-37.5,0.886,4963.6,"no"
"29938",37,"admin.","university.degree","sep","wed",150,1,999,0,-1.1,94.199,-37.5,0.886,4963.6,"no"
"29939",22,"student","high.school","sep","wed",369,3,5,1,-1.1,94.199,-37.5,0.886,4963.6,"yes"
"29940",45,"management","university.degree","sep","wed",293,2,3,2,-1.1,94.199,-37.5,0.886,4963.6,"yes"
"29941",81,"retired","basic.4y","sep","wed",532,2,7,1,-1.1,94.199,-37.5,0.886,4963.6,"yes"
"29942",33,"technician","professional.course","sep","wed",425,1,999,0,-1.1,94.199,-37.5,0.886,4963.6,"no"
"29943",71,"retired","high.school","sep","wed",232,1,999,2,-1.1,94.199,-37.5,0.886,4963.6,"no"
"29944",30,"management","university.degree","sep","wed",20,1,999,0,-1.1,94.199,-37.5,0.886,4963.6,"no"
"29945",35,"services","university.degree","sep","thu",8,1,999,0,-1.1,94.199,-37.5,0.884,4963.6,"no"
"29946",58,"retired","basic.4y","sep","thu",7,1,999,0,-1.1,94.199,-37.5,0.884,4963.6,"no"
"29947",44,"blue-collar","basic.6y","sep","thu",10,1,999,0,-1.1,94.199,-37.5,0.884,4963.6,"no"
"29948",26,"admin.","university.degree","sep","thu",4,1,999,0,-1.1,94.199,-37.5,0.884,4963.6,"no"
"29949",47,"management","university.degree","sep","thu",281,2,999,1,-1.1,94.199,-37.5,0.884,4963.6,"no"
"29950",55,"management","university.degree","sep","thu",1440,1,999,1,-1.1,94.199,-37.5,0.884,4963.6,"yes"
"29951",39,"management","university.degree","sep","thu",291,3,999,0,-1.1,94.199,-37.5,0.884,4963.6,"yes"
"29952",60,"retired","university.degree","sep","thu",529,2,6,1,-1.1,94.199,-37.5,0.884,4963.6,"yes"
"29953",32,"services","university.degree","sep","thu",128,3,999,2,-1.1,94.199,-37.5,0.884,4963.6,"no"
"29954",38,"technician","university.degree","sep","thu",173,1,999,3,-1.1,94.199,-37.5,0.884,4963.6,"no"
"29955",47,"management","university.degree","sep","thu",362,1,17,2,-1.1,94.199,-37.5,0.884,4963.6,"yes"
"29956",57,"admin.","basic.9y","sep","thu",114,2,999,1,-1.1,94.199,-37.5,0.884,4963.6,"no"
"29957",51,"technician","university.degree","sep","thu",97,6,6,4,-1.1,94.199,-37.5,0.884,4963.6,"no"
"29958",78,"retired","high.school","sep","thu",238,1,999,2,-1.1,94.199,-37.5,0.884,4963.6,"no"
"29959",32,"admin.","university.degree","sep","thu",154,1,999,0,-1.1,94.199,-37.5,0.884,4963.6,"no"
"29960",60,"retired","university.degree","sep","thu",799,2,999,0,-1.1,94.199,-37.5,0.884,4963.6,"yes"
"29961",32,"services","university.degree","sep","thu",404,1,6,3,-1.1,94.199,-37.5,0.884,4963.6,"yes"
"29962",32,"admin.","university.degree","sep","thu",150,2,10,3,-1.1,94.199,-37.5,0.884,4963.6,"yes"
"29963",39,"management","university.degree","sep","thu",206,7,999,1,-1.1,94.199,-37.5,0.884,4963.6,"no"
"29964",43,"unemployed","basic.9y","sep","fri",270,2,9,1,-1.1,94.199,-37.5,0.883,4963.6,"yes"
"29965",67,"retired","professional.course","sep","fri",116,2,999,0,-1.1,94.199,-37.5,0.883,4963.6,"no"
"29966",49,"admin.","university.degree","sep","fri",110,6,999,3,-1.1,94.199,-37.5,0.883,4963.6,"no"
"29967",57,"management","university.degree","sep","fri",277,2,6,2,-1.1,94.199,-37.5,0.883,4963.6,"yes"
"29968",59,"services","professional.course","sep","fri",251,3,2,4,-1.1,94.199,-37.5,0.883,4963.6,"no"
"29969",51,"unemployed","high.school","sep","fri",240,3,999,0,-1.1,94.199,-37.5,0.883,4963.6,"no"
"29970",31,"admin.","high.school","sep","fri",252,2,3,2,-1.1,94.199,-37.5,0.883,4963.6,"yes"
"29971",34,"technician","professional.course","sep","fri",120,1,6,3,-1.1,94.199,-37.5,0.883,4963.6,"no"
"29972",30,"technician","professional.course","sep","fri",789,2,999,0,-1.1,94.199,-37.5,0.883,4963.6,"no"
"29973",30,"admin.","high.school","sep","fri",219,3,6,1,-1.1,94.199,-37.5,0.883,4963.6,"yes"
"29974",75,"retired","basic.9y","sep","fri",543,9,999,1,-1.1,94.199,-37.5,0.883,4963.6,"no"
"29975",51,"technician","professional.course","sep","mon",841,2,999,2,-1.1,94.199,-37.5,0.882,4963.6,"yes"
"29976",28,"admin.","university.degree","sep","mon",387,2,6,3,-1.1,94.199,-37.5,0.882,4963.6,"no"
"29977",25,"student","university.degree","sep","mon",131,1,999,0,-1.1,94.199,-37.5,0.882,4963.6,"no"
"29978",34,"unemployed","university.degree","sep","mon",109,3,999,1,-1.1,94.199,-37.5,0.882,4963.6,"no"
"29979",22,"admin.","university.degree","sep","mon",194,2,999,3,-1.1,94.199,-37.5,0.882,4963.6,"yes"
"29980",33,"admin.","university.degree","sep","mon",369,3,999,0,-1.1,94.199,-37.5,0.882,4963.6,"yes"
"29981",20,"blue-collar","basic.4y","sep","mon",36,1,999,0,-1.1,94.199,-37.5,0.882,4963.6,"no"
"29982",43,"entrepreneur","university.degree","sep","mon",255,1,3,1,-1.1,94.199,-37.5,0.882,4963.6,"yes"
"29983",58,"entrepreneur","high.school","sep","mon",145,1,999,2,-1.1,94.199,-37.5,0.882,4963.6,"no"
"29984",88,"retired","basic.4y","sep","mon",127,2,999,0,-1.1,94.199,-37.5,0.882,4963.6,"no"
"29985",58,"entrepreneur","high.school","sep","mon",198,1,999,1,-1.1,94.199,-37.5,0.882,4963.6,"no"
"29986",34,"services","high.school","sep","mon",11,1,999,1,-1.1,94.199,-37.5,0.882,4963.6,"no"
"29987",76,"retired","basic.4y","sep","mon",136,1,999,2,-1.1,94.199,-37.5,0.882,4963.6,"no"
"29988",34,"unemployed","university.degree","sep","mon",113,5,999,0,-1.1,94.199,-37.5,0.882,4963.6,"no"
"29989",35,"admin.","high.school","sep","mon",415,1,999,2,-1.1,94.199,-37.5,0.882,4963.6,"yes"
"29990",34,"admin.","university.degree","sep","mon",250,3,999,0,-1.1,94.199,-37.5,0.882,4963.6,"yes"
"29991",27,"services","high.school","sep","mon",35,1,999,0,-1.1,94.199,-37.5,0.882,4963.6,"no"
"29992",34,"admin.","university.degree","sep","mon",125,2,999,0,-1.1,94.199,-37.5,0.882,4963.6,"no"
"29993",88,"retired","basic.4y","sep","mon",213,7,999,0,-1.1,94.199,-37.5,0.882,4963.6,"no"
"29994",30,"services","university.degree","sep","mon",8,1,999,0,-1.1,94.199,-37.5,0.882,4963.6,"no"
"29995",47,"technician","basic.6y","sep","mon",164,2,6,3,-1.1,94.199,-37.5,0.882,4963.6,"no"
"29996",24,"blue-collar","high.school","sep","mon",202,1,999,3,-1.1,94.199,-37.5,0.882,4963.6,"no"
"29997",39,"blue-collar","basic.9y","sep","mon",791,3,999,0,-1.1,94.199,-37.5,0.882,4963.6,"no"
"29998",88,"retired","basic.4y","sep","mon",272,1,999,0,-1.1,94.199,-37.5,0.882,4963.6,"no"
"29999",85,"retired","basic.4y","sep","tue",728,1,3,2,-1.1,94.199,-37.5,0.881,4963.6,"yes"
"30000",89,"retired","basic.4y","sep","tue",314,1,999,0,-1.1,94.199,-37.5,0.881,4963.6,"yes"
"30001",48,"services","high.school","sep","tue",11,1,999,0,-1.1,94.199,-37.5,0.881,4963.6,"no"
"30002",36,"admin.","university.degree","sep","tue",127,1,999,2,-1.1,94.199,-37.5,0.881,4963.6,"no"
"30003",26,"admin.","university.degree","sep","tue",386,3,6,3,-1.1,94.199,-37.5,0.881,4963.6,"yes"
"30004",36,"management","university.degree","sep","tue",190,3,6,1,-1.1,94.199,-37.5,0.881,4963.6,"yes"
"30005",36,"management","university.degree","sep","tue",337,1,6,1,-1.1,94.199,-37.5,0.881,4963.6,"yes"
"30006",35,"self-employed","university.degree","sep","tue",179,1,999,1,-1.1,94.199,-37.5,0.881,4963.6,"no"
"30007",26,"admin.","university.degree","sep","tue",355,1,999,1,-1.1,94.199,-37.5,0.881,4963.6,"no"
"30008",26,"admin.","university.degree","sep","tue",201,1,999,0,-1.1,94.199,-37.5,0.881,4963.6,"yes"
"30009",39,"entrepreneur","university.degree","sep","tue",120,3,999,0,-1.1,94.199,-37.5,0.881,4963.6,"no"
"30010",86,"retired","basic.4y","sep","tue",288,3,999,0,-1.1,94.199,-37.5,0.881,4963.6,"yes"
"30011",42,"admin.","high.school","sep","wed",638,1,14,1,-1.1,94.199,-37.5,0.88,4963.6,"yes"
"30012",44,"management","university.degree","sep","wed",210,1,3,3,-1.1,94.199,-37.5,0.88,4963.6,"yes"
"30013",45,"unemployed","high.school","sep","wed",213,4,6,2,-1.1,94.199,-37.5,0.88,4963.6,"no"
"30014",38,"management","university.degree","sep","wed",149,2,999,1,-1.1,94.199,-37.5,0.88,4963.6,"no"
"30015",44,"management","university.degree","sep","wed",127,1,999,2,-1.1,94.199,-37.5,0.88,4963.6,"no"
"30016",46,"services","university.degree","sep","wed",630,1,999,0,-1.1,94.199,-37.5,0.88,4963.6,"yes"
"30017",32,"blue-collar","basic.4y","sep","wed",830,2,999,0,-1.1,94.199,-37.5,0.88,4963.6,"yes"
"30018",28,"management","university.degree","sep","wed",358,3,6,1,-1.1,94.199,-37.5,0.88,4963.6,"yes"
"30019",32,"blue-collar","basic.4y","sep","wed",606,3,3,4,-1.1,94.199,-37.5,0.88,4963.6,"yes"
"30020",45,"unemployed","high.school","sep","wed",1081,2,999,0,-1.1,94.199,-37.5,0.88,4963.6,"yes"
"30021",26,"admin.","university.degree","sep","wed",9,1,999,0,-1.1,94.199,-37.5,0.88,4963.6,"no"
"30022",80,"retired","basic.4y","sep","thu",378,4,999,0,-1.1,94.199,-37.5,0.879,4963.6,"no"
"30023",38,"technician","professional.course","sep","thu",284,3,22,1,-1.1,94.199,-37.5,0.879,4963.6,"yes"
"30024",83,"retired","basic.4y","sep","thu",405,3,999,0,-1.1,94.199,-37.5,0.879,4963.6,"no"
"30025",29,"admin.","high.school","sep","thu",216,1,6,2,-1.1,94.199,-37.5,0.879,4963.6,"yes"
"30026",60,"admin.","professional.course","sep","thu",261,1,6,1,-1.1,94.199,-37.5,0.879,4963.6,"yes"
"30027",27,"technician","university.degree","sep","thu",404,1,6,1,-1.1,94.199,-37.5,0.879,4963.6,"yes"
"30028",27,"technician","university.degree","sep","thu",530,1,3,1,-1.1,94.199,-37.5,0.879,4963.6,"yes"
"30029",38,"technician","professional.course","sep","thu",430,4,999,0,-1.1,94.199,-37.5,0.879,4963.6,"yes"
"30030",33,"admin.","high.school","sep","thu",202,1,999,0,-1.1,94.199,-37.5,0.879,4963.6,"yes"
"30031",58,"technician","professional.course","sep","thu",156,1,999,0,-1.1,94.199,-37.5,0.879,4963.6,"no"
"30032",37,"admin.","university.degree","sep","thu",209,1,3,4,-1.1,94.199,-37.5,0.879,4963.6,"yes"
"30033",33,"admin.","university.degree","sep","thu",761,1,999,0,-1.1,94.199,-37.5,0.879,4963.6,"no"
"30034",65,"technician","professional.course","sep","thu",263,1,999,0,-1.1,94.199,-37.5,0.879,4963.6,"no"
"30035",26,"technician","basic.9y","sep","thu",305,1,999,1,-1.1,94.199,-37.5,0.879,4963.6,"yes"
"30036",34,"admin.","high.school","sep","thu",204,1,12,1,-1.1,94.199,-37.5,0.879,4963.6,"yes"
"30037",27,"admin.","university.degree","sep","thu",167,3,3,1,-1.1,94.199,-37.5,0.879,4963.6,"yes"
"30038",38,"technician","professional.course","sep","thu",386,2,6,1,-1.1,94.199,-37.5,0.879,4963.6,"yes"
"30039",83,"retired","basic.4y","sep","thu",268,1,9,3,-1.1,94.199,-37.5,0.879,4963.6,"yes"
"30040",38,"services","high.school","sep","thu",1,1,9,3,-1.1,94.199,-37.5,0.879,4963.6,"no"
"30041",24,"technician","professional.course","sep","fri",1042,5,999,3,-1.1,94.199,-37.5,0.878,4963.6,"yes"
"30042",29,"admin.","university.degree","sep","fri",110,4,6,1,-1.1,94.199,-37.5,0.878,4963.6,"no"
"30043",64,"retired","basic.4y","sep","fri",211,2,6,2,-1.1,94.199,-37.5,0.878,4963.6,"yes"
"30044",38,"services","high.school","sep","fri",256,2,999,0,-1.1,94.199,-37.5,0.878,4963.6,"yes"
"30045",28,"services","high.school","sep","fri",5,1,999,0,-1.1,94.199,-37.5,0.878,4963.6,"no"
"30046",32,"technician","university.degree","sep","mon",175,2,999,0,-1.1,94.199,-37.5,0.879,4963.6,"no"
"30047",27,"management","university.degree","sep","mon",303,2,999,0,-1.1,94.199,-37.5,0.879,4963.6,"no"
"30048",69,"retired","basic.4y","sep","mon",258,3,6,1,-1.1,94.199,-37.5,0.879,4963.6,"no"
"30049",29,"technician","professional.course","sep","mon",157,7,3,5,-1.1,94.199,-37.5,0.879,4963.6,"no"
"30050",23,"student","basic.9y","sep","mon",218,3,6,2,-1.1,94.199,-37.5,0.879,4963.6,"yes"
"30051",23,"student","basic.9y","sep","mon",502,1,999,1,-1.1,94.199,-37.5,0.879,4963.6,"no"
"30052",29,"technician","professional.course","sep","mon",273,3,999,2,-1.1,94.199,-37.5,0.879,4963.6,"yes"
"30053",71,"retired","high.school","sep","mon",363,1,999,0,-1.1,94.199,-37.5,0.879,4963.6,"yes"
"30054",33,"services","professional.course","sep","mon",5,1,999,1,-1.1,94.199,-37.5,0.879,4963.6,"no"
"30055",31,"blue-collar","basic.9y","sep","mon",5,1,999,0,-1.1,94.199,-37.5,0.879,4963.6,"no"
"30056",31,"services","high.school","sep","mon",10,1,999,0,-1.1,94.199,-37.5,0.879,4963.6,"no"
"30057",27,"admin.","university.degree","sep","mon",13,1,999,0,-1.1,94.199,-37.5,0.879,4963.6,"no"
"30058",50,"housemaid","basic.4y","sep","tue",57,1,999,0,-1.1,94.199,-37.5,0.877,4963.6,"no"
"30059",57,"admin.","high.school","sep","tue",473,1,3,5,-1.1,94.199,-37.5,0.877,4963.6,"yes"
"30060",30,"technician","professional.course","sep","tue",275,1,999,5,-1.1,94.199,-37.5,0.877,4963.6,"no"
"30061",25,"management","university.degree","sep","tue",5,1,999,0,-1.1,94.199,-37.5,0.877,4963.6,"no"
"30062",30,"technician","professional.course","sep","tue",706,1,6,1,-1.1,94.199,-37.5,0.877,4963.6,"no"
"30063",39,"management","university.degree","sep","tue",358,2,999,0,-1.1,94.199,-37.5,0.877,4963.6,"yes"
"30064",82,"housemaid","basic.4y","sep","tue",279,3,3,2,-1.1,94.199,-37.5,0.877,4963.6,"yes"
"30065",30,"technician","professional.course","sep","tue",221,2,999,1,-1.1,94.199,-37.5,0.877,4963.6,"yes"
"30066",32,"unemployed","high.school","sep","tue",6,1,999,1,-1.1,94.199,-37.5,0.877,4963.6,"no"
"30067",34,"admin.","professional.course","sep","tue",409,1,999,1,-1.1,94.199,-37.5,0.877,4963.6,"yes"
"30068",34,"admin.","professional.course","sep","tue",230,1,3,3,-1.1,94.199,-37.5,0.877,4963.6,"yes"
"30069",31,"admin.","university.degree","sep","tue",194,1,999,0,-1.1,94.199,-37.5,0.877,4963.6,"yes"
"30070",53,"management","university.degree","sep","tue",404,2,3,2,-1.1,94.199,-37.5,0.877,4963.6,"yes"
"30071",61,"management","professional.course","sep","tue",380,1,999,0,-1.1,94.199,-37.5,0.877,4963.6,"no"
